"INEGI","Estado","Municipio","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
"20232","Oaxaca","San Lucas Ojitlán","PRI","PRI","PAN","PAN","PAN","PRI","PRI","PRI","PAN","PAN","PAN","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","MC","MC","MC","PAN_PRD","PAN_PRD","PT_Morena_PES"
"20233","Oaxaca","San Lucas Quiaviní","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20234","Oaxaca","San Lucas Zoquiápam","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20235","Oaxaca","San Luis Amatlán","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20236","Oaxaca","San Marcial Ozolotepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20237","Oaxaca","San Marcos Arteaga","PRI","PRI","PRD","PRD","PRD","PRD","PRD","PRD","PRI","PRI","PRI","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD","PAN_PRD","PAN_PRD_MC"
"20238","Oaxaca","San Martín de los Cansecos","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20239","Oaxaca","San Martín Huamelúlpam","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20240","Oaxaca","San Martín Itunyoso","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20241","Oaxaca","San Martín Lachilá","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20242","Oaxaca","San Martín Peras","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20243","Oaxaca","San Martín Tilcajete","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20244","Oaxaca","San Martín Toxpalan","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20245","Oaxaca","San Martín Zacatepec","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD","PAN_PRD","PRI_PVEM_PNA"
"20246","Oaxaca","San Mateo Cajonos","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20247","Oaxaca","Capulálpam de Méndez","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20248","Oaxaca","San Mateo del Mar","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20249","Oaxaca","San Mateo Yoloxochitlán","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20250","Oaxaca","San Mateo Etlatongo","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20251","Oaxaca","San Mateo Nejápam","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20252","Oaxaca","San Mateo Peñasco","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20253","Oaxaca","San Mateo Piñas","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20254","Oaxaca","San Mateo Río Hondo","PAN","PAN","PAN","PAN","PAN","PRI","PRI","PRI","PRI","PRI","PRI","","","","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD","PAN_PRD","PUP"
"20255","Oaxaca","San Mateo Sindihui","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20256","Oaxaca","San Mateo Tlapiltepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20257","Oaxaca","San Melchor Betaza","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20258","Oaxaca","San Miguel Achiutla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20259","Oaxaca","San Miguel Ahuehuetitlán","PAN","PAN","PAN","PAN","PAN","PAN","PAN","PAN","PRI","PRI","PRI","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD","PAN_PRD","PRI_PVEM_PNA"
"20260","Oaxaca","San Miguel Aloápam","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20261","Oaxaca","San Miguel Amatitlán","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD","PAN_PRD","PAN_PRD_MC"
"20262","Oaxaca","San Miguel Amatlán","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20263","Oaxaca","San Miguel Coatlán","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20264","Oaxaca","San Miguel Chicahua","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20265","Oaxaca","San Miguel Chimalapa","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20266","Oaxaca","San Miguel del Puerto","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20267","Oaxaca","San Miguel del Río","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20268","Oaxaca","San Miguel Ejutla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20269","Oaxaca","San Miguel el Grande","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20270","Oaxaca","San Miguel Huautla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20271","Oaxaca","San Miguel Mixtepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20272","Oaxaca","San Miguel Panixtlahuaca","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20273","Oaxaca","San Miguel Peras","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
